Date|Asset01|Asset02|Asset03|Asset04|Asset05|Asset06|Asset07|Asset08|Asset09|Asset10|Asset11
19-Jan-18|280.41|11366.61|218.429|42.8196|467|87.54|2335.327||0.180773591|110|44.615
22-Jan-18|282.69|10354|218.439|42.8697|446|87.62|2349.503||0.183946916|107.75|44.25
23-Jan-18|283.29|10981.05|218.45|43.121|462.5|87.88|2359.819||0.182846014|103.8|44.26
24-Jan-18|283.18|11213.37|218.461|43.6586|485|87.75|2372.3||0.180065515|99.98|43.555
25-Jan-18|283.3|11256.52|218.474|43.3141|503|87.69|2362.507||0.187619108|99.16|42.778
26-Jan-18|286.58|10874.79|218.496|43.3588|496|87.76|2371.184||0.190792259|97.46|42.878
29-Jan-18|284.68|11207|218.501|43.0934|566.5|87.45|2347.587||0.195823547|98.36|41.99
30-Jan-18|281.76|10086.8|218.503|43.0192|601.5|87.15|2313.619||0.187743927|98.8|41.743
31-Jan-18|281.9|9962.31|218.515|43.2472|577.5|87.3|2322.336|5634.363|0.190549633|100.3|41.858
01-Feb-18|281.58|9094.2|218.515|43.3514|540|86.77|2339.245||0.206792387|98.66|41.945
02-Feb-18|275.45|8570|218.537|42.8693|688|86.22|2292.985||0.206854297|96.12|40.125
05-Feb-18|263.93|7100.87|218.539|43.0686|1143.5|85.74|2226.443||0.208703303|93.68|39.123
06-Feb-18|269.13|7764.6|218.545|42.5787|761|86.26|2189.438||0.205848403|89.48|40.758
07-Feb-18|267.67|8087.51|218.552|42.3755|932.5|85.94|2172.373||0.195252154|92.76|39.885
08-Feb-18|257.63|8171.19|218.564|42.3739|1395.5|85.19|2153.012||0.191719329|89.52|38.788
09-Feb-18|261.5|8552.65|218.587|42.3312|1167|84.95|2128.263||0.193241037|89.64|39.103
12-Feb-18|265.34|8831.25|218.589|42.5009|1065.5|85.53|2142.863||0.198525321|91.52|40.678
13-Feb-18|266|8557.91|218.598|42.7219|1068|85.26|2149.095||0.195104987|90.26|41.085
14-Feb-18|269.59|9287.96|218.608|43.4223|825|85.41|2180.443||0.203153697|94.3|41.843
15-Feb-18|273.03|9873.45|218.616|43.4964|787.5|86.1|2195.71||0.210958349|98.1|43.248
16-Feb-18|273.11|10088.2|218.645|43.2928|809.5|86.45|2196.658||0.218616042|99.46|43.108
19-Feb-18||11081.41||43.2898|||2196.614||0.228047479|97.78|
20-Feb-18|271.4|11705.73|218.65|42.7074|876|86.15|2190.555||0.224727084|100.05|42.963
21-Feb-18|270.05|10286.84|218.664|42.5632|903|85.76|2192.502||0.224296403|100.85|42.768
22-Feb-18|270.4|9915.69|218.676|42.7981|874|85.82|2192.607||0.231131792|100.4|43.125
23-Feb-18|274.71|9920.01|218.7|42.7062|741|86.39|2195.537||0.253690811|98.74|43.875
26-Feb-18|277.9|10380.3|218.708|42.8739|679.5|86.54|2199.517||0.245498033|99.34|44.743
27-Feb-18|274.43|10755.9|218.714|42.3597|808|86.31|2194.726||0.244351684|98.38|44.598
28-Feb-18|271.65|10538.02|218.723|42.388|856|86.18|2175.259|5585.373|0.267179026|98.72|44.53
01-Mar-18|267.7|10933.75|218.737|42.3435|942|85.27|2150.936||0.284832675|94.54|43.75
02-Mar-18|269.08|11029.95|218.761|42.5274|887.5|85.75|2154.214||0.288452384|91.46|44.053
05-Mar-18|272.19|11555.99|218.764|42.4384|827|85.75|2162.237||0.285582648|93.46|44.205
06-Mar-18|272.88|10790.35|218.771|42.9071|836|85.87|2171.342||0.290518755|94.66|44.168
07-Mar-18|272.78|9939.53|218.777|42.6094|823|85.66|2165.343||0.30196175|95.96|43.758
08-Mar-18|274.1|9330.23|218.788|42.4989|777|85.76|2161.142||0.313539553|100|44.235
09-Mar-18|278.87|9004.84|218.814|42.5653|683.5|86.07|2172.666||0.290191272|102.15|44.995
12-Mar-18|278.52|9017.65|218.82|42.5314|726.5|85.93|2171.599||0.289341266|102.35|45.43
13-Mar-18|276.72|9062.92|218.818|42.6483|748.5|85.66|2170.912||0.294444197|103.1|44.993
14-Mar-18|275.3|8304.32|218.821|42.5907|772.5|85.56|2163.825||0.30028655|101.6|44.61
15-Mar-18|275|8251.71|218.828|42.3142|737|85.62|2163.77||0.307851553|102.5|44.663
16-Mar-18|274.2|8524.17|218.857|42.2555|718|85.8|2167.581||0.312971835|99.98|44.505
19-Mar-18|270.49|8427.2|218.866|42.3334|820|85.45|2158.196||0.312377659|98.94|43.825
20-Mar-18|270.95|8920.33|218.876|42.1554|793.5|85.62|2167.557||0.317213411|100.9|43.81
21-Mar-18|270.43|8895.59|218.89|42.8299|779.5|85.65|2181.71||0.314388065|98.74|42.818
22-Mar-18|263.67|8598.85|218.912|42.7292|934|85.14|2171.226||0.293983993|96|42.213
23-Mar-18|258.05|8616.25|218.94|43.3178|1012|84.92|2171.481||0.293955132|95.66|41.235
26-Mar-18|265.11|7888.84|218.947|43.5259|898.5|85.47|2180.298||0.286198317|94.3|43.193
27-Mar-18|260.6|7990.87|218.958|43.228|1005|85.39|2170.603||0.298059418|96.28|42.085
28-Mar-18|259.83|7906.96|218.973|42.5993|1033.5|85.35|2160.616||0.305203234|94.4|41.62
29-Mar-18|263.15|7098.14|219.014|42.6135|926.5|85.64|2170.817||0.298145005|95.92|41.945
30-Mar-18||6852.51||42.5563|||2172.355||0.31737545||
02-Apr-18|257.47|6937.38|219.015|43.1193|1059|84.96|2163.586||0.311568238||41.67
03-Apr-18|260.77|7401.4|219.032|42.8485|992.5|85.2|2163.88||0.298293415|94.02|42.098
04-Apr-18|263.56|6830.76|219.049|42.8562|966.5|85.39|2165.334||0.28995949|92.92|42.903
05-Apr-18|265.64|6749.55|219.057|42.6462|915|85.46|2159.487||0.294196287|99.22|43.2
06-Apr-18|259.72|6604.48|219.086|42.8536|996|85.27|2149.745||0.282232945|98.26|42.095
09-Apr-18|261|6662.14|219.098|42.9599|1000|85.59|2153.463||0.286760909|101.3|42.513
10-Apr-18|265.15|6839.62|219.11|43.0654|961|85.9|2165.613||0.282458537|102.65|43.313
11-Apr-18|263.76|6891.03|219.124|43.5137|973|85.93|2176.381||0.278804244|102.8|43.11
12-Apr-18|265.93|7730.47|219.132|42.9174|913|86.24|2181.799||0.29230355|105.45|43.535
13-Apr-18|265.15|7903.91|219.161|43.2772|863|86.29|2187.023||0.284420578|105.75|43.683
16-Apr-18|267.33|7986.06|219.173|43.2683|797.5|86.42|2187.298||0.285166332|105.5|43.955
17-Apr-18|270.19|7914.7|219.178|43.3196|725.5|86.46|2190.744||0.274632938|108.4|44.56
18-Apr-18|270.39|8187.53|219.183|43.3843|729.5|86.37|2200.868||0.25030501|110.7|44.46
19-Apr-18|268.89|8233.85|219.193|43.2556|746|86.1|2191.158||0.243726533|110.4|43.2
20-Apr-18|266.61|8524.52|219.224|42.965|779|85.89|2177.729||0.237520788|110.15|41.43
23-Apr-18|266.57|8932.25|219.232|42.5862|766|85.66|2170.074||0.248153202|109.95|41.31
24-Apr-18|262.98|9449.88|219.241|42.7701|823.5|85.49|2165.2||0.25893453|109.85|40.735
25-Apr-18|263.63|9073.19|219.255|42.5412|835.5|85.5|2163.078||0.252578428|107.45|40.913
26-Apr-18|266.31|9118.96|219.269|42.3361|774.5|85.8|2175.684||0.250863197|110.8|41.055
27-Apr-18|266.56|8977.07|219.297|42.5322|751|85.76|2172.129||0.252403542|112.35|40.58
30-Apr-18|264.51|9272.7|219.306|42.2803|754|85.7|2173.895|5596.378|0.259710018|113.1|41.315
01-May-18|264.98|9015.73|219.317|41.9088|737.5|85.4|2168.563||0.270222508||42.275
02-May-18|263.2|9175.76|219.33|41.9467|728.5|85.37|2168.49||0.260266135|117|44.143
03-May-18|262.62|9652.04|219.343|42.1835|750.5|85.36|2165.085||0.268294065|117|44.223
04-May-18|266.02|9683.54|219.374|42.2581|715.5|85.42|2172.941||0.271540423|117.65|45.958
07-May-18|266.92|9437.62|219.383|42.2549|709.5|85.5|2186.504||0.262763114|119.55|46.29
08-May-18|266.92|9160.97|219.391|42.2662|706|85.37|2170.638||0.281039919|119.95|46.513
09-May-18|269.5|9248.19|219.398|42.2049|663|85.51|2188.274||0.288200089|120.5|46.84
10-May-18|272.02|9092.67|219.411|42.4847|616.5|85.76|2184.702||0.276167689|121.5|47.51
11-May-18|272.85|8432.01|219.441|42.4124|601.5|85.73|2184.902||0.265127683|121.95|47.148
14-May-18|272.98|8811.66|219.45|42.429|572|85.75|2189.61||0.274139321|122.8|47.038
15-May-18|271.1|8518.76|219.461|41.5248|632.5|85.33|2197.832||0.272635586|124|46.61
16-May-18|272.24|8291.23|219.47|41.5|598|85.44|2200.523||0.26566248|125.85|47.045
17-May-18|272.01|8204.05|219.479|41.4998|577|85.49|2205.02||0.254767477|127.85|46.748
18-May-18|271.33|8229.58|219.512|41.5723|587.5|85.4|2196.464||0.276851552|131.35|46.578
21-May-18|273.37|8406.89|219.521|41.5581|559.5|85.52|2196.124||0.263066923||46.908
22-May-18|272.61|8108.52|219.531|41.5095|568.5|85.58|2195.512||0.269512484|126.15|46.79
23-May-18|273.36|7590|219.543|41.5843|553|85.65|2181.494||0.272180136|126.65|47.09
24-May-18|272.8|7552.45|219.557|41.9448|548.5|85.7|2169.976||0.276265757|126.6|47.038
25-May-18|272.15|7448.08|219.599|41.8685|559|85.56|2152.128||0.255299001|129.15|47.145
28-May-18||7214.8||41.7651|||2151.807||0.245390197|132.55|
29-May-18|269.02|7501.54|219.607|41.7543|660.5|85.2|2120.452||0.241915123|129.25|46.975
30-May-18|272.61|7337.26|219.619|41.8401|612.5|85.46|2125.915||0.222134384|130.45|46.875
31-May-18|270.94|7538.28|219.628|41.7459|625.5|85.38|2118.919|5639.004|0.20254408|132.15|46.718
01-Jun-18|273.6|7437.74|219.66|41.5799|585.5|85.19|2123.82||0.190303573|133.3|47.56
04-Jun-18|274.9|7525.77|219.668|41.5345|549.5|85.37|2122.194||0.191197428|136.8|47.958
05-Jun-18|275.1|7629.53|219.676|41.6791|540|85.47|2123.965||0.194085439|137.8|48.328
06-Jun-18|277.4|7619.32|219.686|41.68|508.5|85.68|2116.064||0.194683972|138.15|48.495
07-Jun-18|277.37|7660.06|219.702|41.7049|519.5|85.71|2115.418||0.182099879|139.45|48.365
08-Jun-18|278.19|7646.28|219.736|41.7369|514.5|85.66|2114.893||0.192188257|142|47.925
11-Jun-18|278.56|6760.89|219.746|41.8104|502.5|85.82|2112.082||0.195420077|144|47.808
12-Jun-18|278.92|6531.39|219.758|41.7119|501.5|85.89|2111.858||0.204274994|146.2|48.07
13-Jun-18|278.03|6260.96|219.768|41.7381|510.5|85.92|2119.11||0.188822116|151.55|47.675
14-Jun-18|278.73|6658.78|219.781|41.8654|487.5|86.17|2138.087||0.170553648|156.3|47.7
15-Jun-18|277.13|6497.97|219.812|41.1189|492.5|86.12|2126.159||0.155757795|147.5|47.21
18-Jun-18|276.56|6727.55|219.821|41.0989|483|86.11|2125.77||0.142453627|146.55|47.185
19-Jun-18|275.5|6695.44|219.833|40.9771|517|85.99|2117.971||0.141583521|143.75|46.423
20-Jun-18|275.97|6748.89|219.845|40.7581|500.5|86.08|2122.281||0.14719226|147.5|46.625
21-Jun-18|274.24|6719.47|219.858|40.7372|549|85.9|2111.449||0.164143693|147|46.365
22-Jun-18|274.74|6070.19|219.893|40.8454|527|85.91|2117.51||0.173603428|147.2|46.23
25-Jun-18|271|6250.81|219.909|40.6811|642|85.71|2098.779||0.175779228|139.45|45.543
26-Jun-18|271.6|6181.64|219.923|40.4713|605|85.7|2107.803||0.170603496|145.5|46.108
27-Jun-18|269.35|6124.96|219.936|40.2524|657.5|85.52|2125.283||0.156424896|144.5|46.04
28-Jun-18|270.89|6044.92|219.947|40.1106|642|85.28|2131.385||0.170402112|135.4|46.375
29-Jun-18|271.28|5899.64|219.978|40.2493|617|85.08|2130.463||0.15324446|137.95|46.278
02-Jul-18|271.86|6620.01|219.98|39.9245|618.5|84.78|2141.284||0.17085538|135.75|46.795
03-Jul-18|270.9|6613.86|220.003|40.2683|626|84.79|2128.789||0.163413666|137.15|45.98
04-Jul-18||6686.23||40.3412|||2126.63||0.163463685|137.8|
05-Jul-18|273.11|6507.68|220.018|40.4355|593|85.11|2129.998||0.166064388|144.05|46.35
06-Jul-18|275.42|6570.76|220.056|40.3412|549.5|85.33|2119.252||0.160326644|143.8|46.993
09-Jul-18|277.9|6695.86|220.062|40.4298|503.5|85.46|2130.42||0.143750545|145.55|47.645
10-Jul-18|278.9|6387.83|220.074|40.3586|491|85.47|2139.4||0.141274495|149.1|47.588
11-Jul-18|276.86|6354.19|220.087|39.9324|514.5|85.34|2135.399||0.140749534|147.75|46.97
12-Jul-18|279.37|6172.95|220.095|40.0963|488.5|85.61|2147.848||0.120988993|152|47.758
13-Jul-18|279.59|6185.23|220.129|40.0053|480.5|85.61|2158.844||0.1081392|151.95|47.833
16-Jul-18|279.34|6661.85|220.139|39.9146|475.5|85.55|2134.363||0.120297092|153.7|47.728
17-Jul-18|280.47|7314|220.149|39.4591|466.5|85.58|2146.53||0.130260201|153.9|47.863
18-Jul-18|281.06|7336.6|220.164|39.4579|459.5|85.62|2155.838||0.130729147|155.2|47.6
19-Jul-18|280|7418.83|220.179|39.3067|473.5|85.58|2161.182||0.129898895|153.95|47.97
20-Jul-18|279.68|7351.07|220.213|39.5228|476.5|85.62|2133.343||0.138001014|155.6|47.86
23-Jul-18|280.2|7702.88|220.225|39.3622|472.5|85.59|2129.856||0.13282979|159.45|47.903
24-Jul-18|281.61|8227.05|220.236|39.3685|461|85.77|2129.761||0.140985872|159.9|48.25
25-Jul-18|284.01|8176.35|220.247|39.6031|457|85.93|2123.924||0.144610645|160|48.705
26-Jul-18|283.34|8138.47|220.26|39.3196|459.5|85.94|2138.227||0.139727085|163.05|48.553
27-Jul-18|281.42|8225.12|220.293|39.3521|478.5|85.91|2132.074||0.14970869|161.9|47.745
30-Jul-18|279.95|8146.16|220.304|39.2628|499|85.94|2111.577||0.145733535|160.15|47.478
31-Jul-18|281.33|7689.43|220.315|39.367|478.5|86.12|2115.505|5612.475|0.146758908|159.75|47.573
01-Aug-18|280.86|7482.23|220.327|39.107|470.5|85.83|2112.449||0.152278389|160.8|50.375
02-Aug-18|282.39|7546.53|220.344|38.8122|464|85.88|2120.71||0.159106338|161.85|51.848
03-Aug-18|283.6|7388.58|220.379|39.0132|453|85.95|2120.111||0.151141605|164|51.998
06-Aug-18|284.64|6919.84|220.384|38.8208|428|86.11|2131.624||0.159865454|166.15|52.268
07-Aug-18|285.58|6877.76|220.398|38.9258|414.5|86.15|2134.243||0.166601081|164.9|51.778
08-Aug-18|285.46|6316.9|220.41|39.0171|404.5|86.1|2124.687||0.179666735|166.5|51.813
09-Aug-18|285.07|6507.67|220.422|38.9695|413|86.04|2132.044||0.186112272|168.45|52.22
10-Aug-18|283.16|6191.24|220.456|38.9424|443|85.89|2144.265||0.190698347|168.55|51.883
13-Aug-18|282.1|6277.69|220.464|38.3794|482.5|85.83|2146.784||0.207728846|169.8|52.218
14-Aug-18|283.9|6074.26|220.473|38.3809|446|85.98|2156.36||0.203141105|170.35|52.438
15-Aug-18|281.78|6374.87|220.485|37.7645|488|85.83|2156.398||0.217243286|161.25|52.56
16-Aug-18|284.06|6255.1|220.499|37.7474|449|85.94|2157.425||0.213916394|176.2|53.33
17-Aug-18|285.06|6480.85|220.535|38.0691|431|86.04|2158.567||0.228783071|178.8|54.395
20-Aug-18|285.67|6455.22|220.548|38.2633|418.5|86.08|2156.903||0.232868252|184.6|53.865
21-Aug-18|286.34|6451.86|220.559|38.4522|432.5|86.21|2141.991||0.240556774|180.8|53.76
22-Aug-18|286.17|6331.13|220.57|38.4149|424.5|86.24|2145.084||0.23713005|180.9|53.763
23-Aug-18|285.79|6418.67|220.583|38.1163|420|86.23|2164.67||0.236820422|186.45|53.873
24-Aug-18|287.51|6611.44|220.616|38.764|416|86.38|2153.804||0.239428667|188.4|54.04
27-Aug-18|289.78|6719.04|220.628|38.9501|418|86.41|2150.49||0.233577114|194.25|54.485
28-Aug-18|289.92|7083.46|220.639|38.6085|418|86.37|2154.888||0.235531003|192.2|54.925
29-Aug-18|291.48|7042.05|220.65|38.7972|417.5|86.32|2163.864||0.237566203|191.4|55.745
30-Aug-18|290.3|6916.68|220.661|38.5894|431|86.25|2172.814||0.247534969|191.2|56.258
31-Aug-18|290.31|7044.6|220.708|38.612|420.5|86.36|2171.367|5625.344|0.231865646|191.3|56.908
03-Sep-18||7298.59||38.6179|||2171.444||0.246183248|195.75|
04-Sep-18|289.81|7361.57|220.715|38.2994|424.5|85.81|2177.157||0.245898058|193.2|57.09
05-Sep-18|289.03|6949.01|220.723|38.4773|429|85.72|2152.292||0.240418686|182.1|56.718
06-Sep-18|288.16|6440.22|220.737|38.5678|448.5|85.79|2143.693||0.222756447|184.5|55.775
07-Sep-18|287.6|6446.93|220.775|38.4354|460.5|85.7|2150.11||0.230119887|192.45|55.325
10-Sep-18|288.1|6301.63|220.79|38.445|441|85.87|2151.151||0.230766547|186.25|54.583
11-Sep-18|289.05|6253.25|220.802|38.4556|420.5|85.89|2168.661||0.242551594|188|55.963
12-Sep-18|289.12|6305.47|220.817|38.7685|413|86.09|2154.925||0.252073703|185.9|55.268
13-Sep-18|290.83|6467.47|220.829|38.624|394.5|86.25|2141.482||0.259676629|180.7|56.603
14-Sep-18|290.88|6535.01|220.864|38.383|383|86.33|2158.47||0.270930602|188.9|55.96
17-Sep-18|289.34|6216.01|220.876|38.6196|399.5|86.27|2150.636||0.275127168|188.25|54.47
18-Sep-18|290.91|6317.7|220.886|38.5275|398|86.26|2155.576||0.252306676|188.05|54.56
19-Sep-18|291.22|6423.81|220.899|38.6604|376.3|86.1|2149.297||0.251614352|184.6|54.593
20-Sep-18|293.58|6377.21|220.912|38.8089|367.6|86.22|2130.82||0.258839551|176.2|55.008
21-Sep-18|291.99|6708.69|220.948|38.5679|368.4|86.24|2130.838||0.270309748|178.3|54.415
24-Sep-18|291.02|6626.29|220.959|38.5409|368.2|86.2|2136.027||0.275781212|182.45|55.198
25-Sep-18|290.75|6386.6|220.969|38.6388|372.9|86.13|2142.595||0.280491427|191.4|55.548
26-Sep-18|289.88|6497.72|220.983|38.3988|379|86.22|2136.756||0.277742216|190.9|55.105
27-Sep-18|290.69|6694.08|220.996|38.0283|368.1|86.38|2152.454||0.283327573|188.15|56.238
28-Sep-18|290.72|6643.42|221.032|38.3206|368|86.44|2157.667||0.280823548|186.7|56.435
01-Oct-18|291.73|6550.06|221.043|38.2191|361.2|86.3|2176.39||0.293516499|192.45|56.815
02-Oct-18|291.56|6524.3|221.054|38.7024|362.3|86.23|2162.12||0.28862252|190.55|57.32
03-Oct-18|291.72|6438.41|221.065|38.5297|357.2|86|2190.378||0.278803781||58.018
04-Oct-18|289.44|6546.01|221.079|38.5782|390.4|85.68|2175.446||0.292510105|190.75|56.998
05-Oct-18|287.82|6539.04|221.131|38.6771|402.9|85.3|2169.154||0.299445356|189|56.073
08-Oct-18|287.82|6623.01||38.203|408.5|85.11|2165.662||0.30435233|166.2|55.943
09-Oct-18|287.4|6579.83|221.142|38.2458|419.5|85.24|2158.003||0.314071983|182.1|56.718
10-Oct-18|278.3|6534.38|221.157|38.4056|523.1|84.63|2134.825||0.311490313|156.25|54.09
11-Oct-18|272.17|6204.33|221.171|39.3988|591|84.7|2072.678||0.317100414|159.55|53.613
12-Oct-18|275.95|6214.23|221.21|39.1574|522.2|85.15|2067.951||0.32086079|168.05|55.528
15-Oct-18|274.4|6390.7|221.219|39.4272|534.4|85.09|2062.922||0.321288038|169.6|54.34
16-Oct-18|280.4|6460.39|221.233|39.3599|478.7|85.38|2068.199||0.333563243|174.15|55.538
17-Oct-18|280.45|6437.85|221.245|39.4156|487.3|85.21|2078.359||0.328897555|177|55.298
18-Oct-18|276.4|6392.22|221.258|39.3933|534.9|84.85|2084.647||0.330113868|170.45|54.005
19-Oct-18|276.25|6384.37|221.298|39.4089|527.6|84.9|2085.59||0.314040269|174|54.828
22-Oct-18|275.01|6413.52|221.312|39.2687|533.8|84.94|2085.024||0.315566868|175.3|55.163
23-Oct-18|273.61|6390.78|221.324|39.6615|563.2|84.86|2073.524||0.310539525|161.05|55.683
24-Oct-18|265.32|6425.61|221.338|39.6464|639.8|84.44|2085.936||0.315465729|161.85|53.773
25-Oct-18|270.08|6400.44|221.352|39.5937|609.3|84.61|2090.587||0.323047083|165.2|54.95
26-Oct-18|265.33|6401.99|221.392|39.6621|665.5|84.23|2083.539||0.31366353|159.55|54.075
29-Oct-18|263.86|6243.46|221.405|39.5308|668|84.15|2087.725||0.309723683|160.05|53.06
30-Oct-18|267.77|6265.27|221.418|39.3308|633.2|84.35|2094.966||0.297111569|158.95|53.325
31-Oct-18|270.63|6302.4|221.428|39.0533|602.3|84.35|2097.473|5557.916|0.298754721|165.4|54.715
01-Nov-18|273.51|6335.36|221.444|39.6323|574.7|84.32|2058.048||0.284627989|162.3|55.555
02-Nov-18|271.89|6351.1|221.485|39.6152|577.1|84.27|2051.203||0.274980211|151.75|51.87
05-Nov-18|273.39|6400.96|221.498|39.5705|571.5|84.34|2056.199||0.289852365|150.95|50.398
06-Nov-18|275.12|6420.95|221.509|39.4688|543|84.56|2057.733||0.282544721|154.5|50.943
07-Nov-18|281.01|6501.65|221.521|39.4225|484.7|85.05|2046.163||0.258944316|158.1|52.488
08-Nov-18|280.5|6419.5|221.535|39.3485|479|84.84|2055.05||0.279037843|155.7|52.123
09-Nov-18|277.76|6326.2|221.59|38.8876|499.9|84.36|2070.572||0.284874822|157.4|51.118
12-Nov-18|272.57|6309.96||38.576|561|83.84|2085.845||0.257326461|151.7|48.543
13-Nov-18|272.06|6280.74|221.603|38.6394|568.9|83.7|2080.891||0.243430163|157|48.058
14-Nov-18|270.2|5551.06|221.615|38.9319|590.1|83.54|2080.78||0.252100161|149.1|46.7
15-Nov-18|273.02|5469.65|221.631|38.9945|581.4|83.52|2070.475||0.264988226|149|47.853
16-Nov-18|273.73|5451.72|221.673|39.2738|541.2|83.27|2052.597||0.265944617|147.8|48.383
19-Nov-18|269.1|4785.55|221.683|39.3552|589.3|83.01|2053.224||0.262621492|137.6|46.465
20-Nov-18|264.12|4337.68|221.695|39.2945|638.4|82.75|2069.807||0.267833828|129.6|44.245
21-Nov-18|265.02|4450.42|221.722|39.4055|614.9|83.17|2061.179||0.272025305|131.75|44.195
22-Nov-18||4427.83||39.3284|||2061.184||0.276060982|130.1|
23-Nov-18|263.25|4260.57|221.765|39.3272|622.8|82.71|2075.672||0.262294376|131.95|43.073
26-Nov-18|267.5|3663.84|221.781|39.298|570.2|83.1|2072.89||0.269781762|135.8|43.655
27-Nov-18|268.4|3767.37|221.794|39.0516|553.8|83.06|2080.977||0.282946797|130.65|43.56
28-Nov-18|274.58|4221.02|221.81|39.2468|529.1|83.75|2065.791||0.297830171|132.35|45.235
29-Nov-18|273.98|4183.59|221.823|39.3993|545.5|83.77|2067.451||0.309061239|136.3|44.888
30-Nov-18|275.65|3930.38|221.861|39.2202|522.3|83.6|2074.684|5484.002|0.309347388|133.45|44.645
03-Dec-18|279.3|3870.97|221.871|39.5738|478|83.8|2049.588||0.283638336|140.8|46.205
04-Dec-18|270.25|3898.03|221.877|39.8098|569.8|83.28|2056.414||0.29105168|138.55|44.173
05-Dec-18||3723.53||39.7722|||2062.899||0.274620066|134.85|
06-Dec-18|269.84|3596.41|221.912|39.7844|588.7|82.99|2078.331||0.277181118|129.5|43.68
07-Dec-18|263.57|3388.91|221.956|40.14|653.6|82.83|2063.16||0.269075969|133.1|42.123
10-Dec-18|264.07|3400.92|221.971|39.996|651.6|82.89|2087.187||0.266984842|132.45|42.4
11-Dec-18|264.13|3373.78|221.986|39.9546|644.9|83.04|2086.948||0.264142859|136.7|42.158
12-Dec-18|265.46|3440.18|221.998|40.0275|637.1|83.31|2068.662||0.273372812|137|42.275
13-Dec-18|265.37|3254.81|222.012|39.9416|622.4|83.51|2065.229||0.285540685|137.75|42.738
14-Dec-18|260.47|3156.89|222.049|39.8143|658.7|83.16|2079.678||0.297926356|137.2|41.37
17-Dec-18|255.36|3493.65|222.066|40.0443|710.7|82.62|2075.092||0.31263398|134.6|40.985
18-Dec-18|255.08|3535.18|222.082|40.162|717.1|82.08|2092.032||0.302667261|132.45|41.518
19-Dec-18|251.26|3668.85|222.09|39.95|708.1|81.34|2093.263||0.307604491|135.95|40.223
20-Dec-18|247.17|3993.58|222.103|40.4901|767.2|80.63|2100.652||0.314083621|128.75|39.208
21-Dec-18|240.7|3848.6|222.145|40.387|825.9|80.23|2107.784||0.310119227|128.9|37.683
24-Dec-18|234.34||222.175|40.7914|880.8|79.63|2109.948||0.308269885||36.708
25-Dec-18||||41.0046|||2110.876||0.318710175||
26-Dec-18|246.18||222.188|40.6688|814.9|80.97|2108.523||0.319575575||39.293
27-Dec-18|248.07|3585.43|222.204|41.067|865.3|80.92|2113.129||0.33487341|127.3|39.038
28-Dec-18|247.75|3892.14|222.249|41.0721|866.4|81.04|2106.219||0.327144291|132.8|39.058
31-Dec-18|249.92|3674.18|222.278|41.183|817.3|81.1|2104.644|5506.044|0.331856848||39.435
01-Jan-19||3720.6||41.183|||2104.573||0.321609593||
02-Jan-19|250.18|3884.98|222.306|41.183|779.2|80.99|2125.857||0.315167995|134.95|39.48
03-Jan-19|244.21|3794.92|222.317|41.183|833|81.03|2120.512||0.318799313|126.95|35.548
04-Jan-19|252.39|3833.53|222.355|41.183|735.4|82.39|2093.386||0.32650433|133.25|37.065
07-Jan-19|254.38|4005.34|222.369|41.183|709.5|83.19|2076.037||0.323716334|136.45|36.983
08-Jan-19|256.77|4000.42|222.38|41.183|688|83.73|2064.887||0.337579543|137.95|37.688
09-Jan-19|257.97|4003.99|222.396|41.5652|665.2|83.83|2047.733||0.336095167|142.95|38.328
10-Jan-19|258.88||222.409|41.183|654.2|84.16|2055.561||0.332560424|141.75|38.45
11-Jan-19|258.98||222.451|41.4567|620.5|83.89|2059.663||0.329591687|139.75|38.073
14-Jan-19|257.4|3663.59|222.465|41.5015|623.6|83.62|2072.466||0.339038478|135.9|37.5
15-Jan-19|260.35|3568.48|222.482|41.183|582.6|83.9|2070.911||0.342715255|138.1|38.268
16-Jan-19|260.98||222.499|41.5653|598.4|84.03|2064.549||0.332731399|139.15|38.735
17-Jan-19|262.96||222.517|41.183|589.7|84.26|2058.318||0.343823759|143|38.965
18-Jan-19|266.46||222.575|41.183|568.5|84.5|2042.333||0.354080782|149.85|39.205
21-Jan-19||3521.04||41.1434|||2042.636||0.339338451|154|
22-Jan-19|262.86|3574.52|222.592|41.2949|645|83.94|2056.328||0.345222494|156.9|38.325
23-Jan-19|263.41|3544.51|222.608|41.2144|635|84.11|2056.59||0.330485244|160|38.48
24-Jan-19|263.55|3570.93|222.625|41.155|604.6|84.2|2070.666||0.324719032|166.15|38.175
25-Jan-19|265.78|3558.51|222.664|41.9387|569.7|84.41|2054.868||0.321274557|167.4|39.44
28-Jan-19|263.76||222.676|41.8777|606.1|84.28|2061.322||0.31612926|166.6|39.075
29-Jan-19|263.41|3401.14|222.69|42.1452|601.4|84.23|2063.232||0.325455742|167.4|38.67
30-Jan-19|267.58|3432.64|222.703|42.4091|562.8|84.9|2055.724||0.334820376|145.15|41.313
31-Jan-19|269.93|3417.04|222.717|42.4584|528.9|85.11|2065.032|5583.457|0.341008322|144.7|41.61
01-Feb-19|270.06|3448.51|222.763|42.3378|520.3|84.68|2058.899||0.336055647|108.5|41.63
04-Feb-19|271.96|3417.03|222.778|42.2168|495.4|84.88|2052.706||0.336607295|123.4|42.813
05-Feb-19|273.1|3422.6|222.791|42.2436|490.1|85.18|2058.018||0.327760654|132.4|43.545
